Player,Pos,Age,Team,Venue,GF,GA,Opponent,MatchID,Round,Date,Score,Start Time,End Time,Minutes Played,Start Result,End Result,Result,Points,MOTM,Status,influence,bonus,total_points,bps,PM,GFteam,GAteam,TeamGF,TeamGA,TeamPM,TeamResult,Start Elo,K,Q,End Elo,E_i,C_i,Rating Change,avg_match_bps,maxbps,avg_match_inf,maxinf,adjBonus
Adam Wharton,,,CrystalPalace,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1722.8897321882857,30.5,0.9249999999999999,1722.8897321882857,,,0.0,,,,,
Joachim Andersen,,,Fulham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1764.548451433325,29.0,0.8499999999999999,1764.548451433325,,,0.0,,,,,
Chris Richards,,,CrystalPalace,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1718.0458805916728,33.5,1.0,1718.0458805916728,,,0.0,,,,,
Marc Guiu,,,Chelsea,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1757.1732844777973,37.5,1.0,1757.1732844777973,,,0.0,,,,,
Kiernan Dewsbury-Hall,,,Chelsea,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1749.509719330622,34.5,1.0,1749.509719330622,,,0.0,,,,,
Renato Veiga,,,Chelsea,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1776.4808296055824,33.5,1.0,1776.4808296055824,,,0.0,,,,,
Mateo Kovačić,,,ManCity,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1886.8552216616597,27.5,0.7749999999999998,1886.8552216616597,,,0.0,,,,,
Joško Gvardiol,,,ManCity,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1903.4682428953943,26.5,0.7249999999999998,1903.4682428953943,,,0.0,,,,,
Ederson,,,ManCity,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1894.65129187893,26.5,0.7249999999999998,1894.65129187893,,,0.0,,,,,
Kasey McAteer,,,Leicester,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1715.2779044409638,32.5,0.95,1715.2779044409638,,,0.0,,,,,
Abdul Fatawu Issahaku,,,Leicester,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1656.3304663700471,27.5,0.7749999999999998,1656.3304663700471,,,0.0,,,,,
Harry Winks,,,Leicester,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1676.8734592044,27.5,0.7749999999999998,1676.8734592044,,,0.0,,,,,
Victor Bernth Kristiansen,,,Leicester,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1654.423253984405,27.5,0.7749999999999998,1654.423253984405,,,0.0,,,,,
Dominic Solanke,,,Tottenham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1844.7756764508429,28.5,0.7999999999999998,1844.7756764508429,,,0.0,,,,,
Richarlison,,,Tottenham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1794.2562640263131,33.5,1.0,1794.2562640263131,,,0.0,,,,,
Rodrigo Bentancur,,,Tottenham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1762.4100989173335,28.5,0.8249999999999998,1762.4100989173335,,,0.0,,,,,
Micky van de Ven,,,Tottenham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1807.9259940919524,30.5,0.9249999999999999,1807.9259940919524,,,0.0,,,,,
Cristian Romero,,,Tottenham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1779.9661757436345,27.5,0.7749999999999998,1779.9661757436345,,,0.0,,,,,
Djed Spence,,,Tottenham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1814.534581746918,34.5,1.0,1814.534581746918,,,0.0,,,,,
Guglielmo Vicario,,,Tottenham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1827.4952557206655,26.5,0.7249999999999998,1827.4952557206655,,,0.0,,,,,
Julio Enciso,,,Brighton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1734.5888978286089,31.0,0.95,1734.5888978286089,,,0.0,,,,,
Carlos Baleba,,,Brighton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1822.744389796682,28.0,0.7999999999999998,1822.744389796682,,,0.0,,,,,
Antony,,,ManUnited,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1752.3245650975457,36.0,1.0,1752.3245650975457,,,0.0,,,,,
James Mcatee,,,ManCity,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1864.7544287904536,37.0,1.0,1864.7544287904536,,,0.0,,,,,
John Stones,,,ManCity,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1892.3010928573383,31.0,0.95,1892.3010928573383,,,0.0,,,,,
George Edmundson,,,Ipswich,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1696.0592069685792,37.0,1.0,1696.0592069685792,,,0.0,,,,,
Charlie Taylor,,,Southampton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1672.2977479195047,33.0,1.0,1672.2977479195047,,,0.0,,,,,
Wilson Odobert,,,Tottenham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1782.179441290921,35.0,1.0,1782.179441290921,,,0.0,,,,,
Harrison Armstrong,,,Everton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1723.8589347371208,37.0,1.0,1723.8589347371208,,,0.0,,,,,
Roman Dixon,,,Everton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1704.748665065837,37.0,1.0,1704.748665065837,,,0.0,,,,,
Chadi Riad,,,CrystalPalace,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1729.7996139874838,37.0,1.0,1729.7996139874838,,,0.0,,,,,
Aaron Cresswell,,,WestHam,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1736.2149555802714,34.0,1.0,1736.2149555802714,,,0.0,,,,,
Tommy Doyle,,,Wolves,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1680.4828961821843,29.0,0.8499999999999999,1680.4828961821843,,,0.0,,,,,
Mykhailo Mudryk,,,Chelsea,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1792.3374329470919,31.0,0.95,1792.3374329470919,,,0.0,,,,,
Miguel Almirón,,,Newcastle,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1762.9347904831245,33.0,1.0,1762.9347904831245,,,0.0,,,,,
Kieran Trippier,,,Newcastle,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1787.5428191457406,32.0,1.0,1787.5428191457406,,,0.0,,,,,
Wataru Endo,,,Liverpool,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1826.5525128866936,32.0,0.9249999999999999,1826.5525128866936,,,0.0,,,,,
Chiedozie Ogbene,,,Ipswich,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1697.6074590517767,32.5,1.0,1697.6074590517767,,,0.0,,,,,
Kalvin Phillips,,,Ipswich,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1641.6232122440292,30.5,0.9249999999999999,1641.6232122440292,,,0.0,,,,,
Sam Johnstone,,,Wolves,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1675.3325717967007,32.5,1.0,1675.3325717967007,,,0.0,,,,,
Adam Lallana,,,Southampton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1680.3005485770673,29.5,0.8749999999999999,1680.3005485770673,,,0.0,,,,,
Aaron Ramsdale,,,Southampton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1648.2329686640214,28.5,0.8249999999999998,1648.2329686640214,,,0.0,,,,,
Bilal El Khannouss,,,Leicester,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1661.091491982986,29.5,0.8749999999999999,1661.091491982986,,,0.0,,,,,
Lamare Bogarde,,,AstonVilla,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1757.49611091031,34.5,1.0,1757.49611091031,,,0.0,,,,,
Séamus Coleman,,,Everton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1698.2900027591886,36.5,1.0,1698.2900027591886,,,0.0,,,,,
Nathaniel Clyne,,,CrystalPalace,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1709.7371204500075,31.5,0.95,1709.7371204500075,,,0.0,,,,,
Christian Eriksen,,,ManUnited,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1766.706215583287,28.5,0.8249999999999998,1766.706215583287,,,0.0,,,,,
Toby Collyer,,,ManUnited,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1749.2632771171732,36.5,1.0,1749.2632771171732,,,0.0,,,,,
Ross Stewart,,,Southampton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1673.4922449136973,33.0,1.0,1673.4922449136973,,,0.0,,,,,
Lesley Ugochukwu,,,Southampton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1627.9002108647956,31.0,0.95,1627.9002108647956,,,0.0,,,,,
Maxwel Cornet,,,Southampton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1659.3363058997893,35.0,1.0,1659.3363058997893,,,0.0,,,,,
Rodri,,,ManCity,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1918.4107956462433,35.0,1.0,1918.4107956462433,,,0.0,,,,,
Hamza Choudhury,,,Leicester,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1701.717614101816,36.0,1.0,1701.717614101816,,,0.0,,,,,
Ferdi Kadioglu,,,Brighton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1743.8367119944542,31.0,0.95,1743.8367119944542,,,0.0,,,,,
George Hirst,,,Ipswich,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1686.5196281165067,29.0,0.8499999999999999,1686.5196281165067,,,0.0,,,,,
James Garner,,,Everton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1697.2331096011892,33.0,1.0,1697.2331096011892,,,0.0,,,,,
Mark Travers,,,Bournemouth,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1755.810484669121,34.0,1.0,1755.810484669121,,,0.0,,,,,
Axel Disasi,,,Chelsea,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1785.2245596754296,35.0,1.0,1785.2245596754296,,,0.0,,,,,
Tosin Adarabioyo,,,Chelsea,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1808.5522002994633,33.0,1.0,1808.5522002994633,,,0.0,,,,,
Mikey Moore,,,Tottenham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1757.3398209524626,32.5,1.0,1757.3398209524626,,,0.0,,,,,
Ryan Trevitt,,,Brentford,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1739.4110124451674,35.5,1.0,1739.4110124451674,,,0.0,,,,,
Yunus Emre Konak,,,Brentford,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1695.9253510483081,32.5,1.0,1695.9253510483081,,,0.0,,,,,
Diego Carlos,,,AstonVilla,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1763.387730152785,29.5,0.8749999999999999,1763.387730152785,,,0.0,,,,,
Santiago Bueno,,,Wolves,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1698.9186412271426,30.5,0.9249999999999999,1698.9186412271426,,,0.0,,,,,
William Osula,,,Newcastle,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1764.685976354485,32.5,1.0,1764.685976354485,,,0.0,,,,,
Federico Chiesa,,,Liverpool,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1824.245981070167,35.5,1.0,1824.245981070167,,,0.0,,,,,
Rasmus Højlund,,,ManUnited,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1759.5165587650986,28.5,0.8249999999999998,1759.5165587650986,,,0.0,,,,,
Myles Lewis-Skelly,,,Arsenal,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1817.5066118217587,34.5,1.0,1817.5066118217587,,,0.0,,,,,
Vitezslav Jaros,,,Liverpool,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1838.3920109236715,34.5,1.0,1838.3920109236715,,,0.0,,,,,
Luis Guilherme,,,WestHam,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1738.6480846909546,33.5,1.0,1738.6480846909546,,,0.0,,,,,
Mikel Merino,,,Arsenal,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1837.8132231082275,29.5,0.8749999999999999,1837.8132231082275,,,0.0,,,,,
Takehiro Tomiyasu,,,Arsenal,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1862.6091431748362,34.5,1.0,1862.6091431748362,,,0.0,,,,,
Paul Onuachu,,,Southampton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1663.4391179168524,29.5,0.8749999999999999,1663.4391179168524,,,0.0,,,,,
Victor Lindelöf,,,ManUnited,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1744.984961600866,31.5,0.975,1744.984961600866,,,0.0,,,,,
Brajan Gruda,,,Brighton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1738.6233104596645,31.5,0.975,1738.6233104596645,,,0.0,,,,,
Reece James,,,Chelsea,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1794.1193810784566,31.0,0.95,1794.1193810784566,,,0.0,,,,,
Asher Agbinone,,,CrystalPalace,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1741.2751812449428,33.0,1.0,1741.2751812449428,,,0.0,,,,,
Ricardo Pereira,,,Leicester,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1682.6966713257157,32.5,1.0,1682.6966713257157,,,0.0,,,,,
James Bree,,,Southampton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1697.1443763602688,33.5,1.0,1697.1443763602688,,,0.0,,,,,
Conor Townsend,,,Ipswich,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1679.161035571032,33.5,1.0,1679.161035571032,,,0.0,,,,,
Jorge Cuenca,,,Fulham,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1726.5248588591755,33.5,1.0,1726.5248588591755,,,0.0,,,,,
Jakub Moder,,,Brighton,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1754.261303337538,32.0,1.0,1754.261303337538,,,0.0,,,,,
Eric da Silva Moreira,,,Forest,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1731.5021487746212,33.0,1.0,1731.5021487746212,,,0.0,,,,,
Caleb Kporha,,,CrystalPalace,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1747.4706002147084,32.5,1.0,1747.4706002147084,,,0.0,,,,,
Jahmai Simpson-Pusey,,,ManCity,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1875.794752664982,32.5,1.0,1875.794752664982,,,0.0,,,,,
Alfie Pond,,,Wolves,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1713.3439896308766,32.0,1.0,1713.3439896308766,,,0.0,,,,,
Max Aarons,,,Bournemouth,,,,,,13,,,,,0,,,,,,,,,,,0.0,,,,,,,1751.04589238632,32.0,1.0,1751.04589238632,,,0.0,,,,,
Liam Delap,FW,21.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,79.0,79,0-0,0-1,0.0,0.0,False,Other,0.2,0.0,2.0,1.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1677.6539531441815,25.5,0.6749999999999997,1660.7869215203364,0.5322965519094858,-0.5322965519094858,-16.86703162384511,11.966666666666667,37.0,11.853333333333333,43.6,-0.26727828746177373
Ali Al Hamadi,FW,22.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,79.0,94.0,15,0-1,0-1,0.5,1.0,False,Other,1.2,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,-1.0,L,1690.0756220622873,34.5,1.0,1689.6123466996846,0.5500496242503263,-0.007986642167605265,-0.46327536260275526,11.966666666666667,37.0,11.853333333333333,43.6,-0.24434250764525994
Jack Clarke,LW,24.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,66.0,66,0-0,0-1,0.0,0.0,False,Other,8.2,0.0,2.0,10.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1654.094032060747,26.5,0.7249999999999998,1640.3575344041362,0.49843613449838725,-0.49843613449838725,-13.736497656610617,11.966666666666667,37.0,11.853333333333333,43.6,-0.08379204892966363
Nathan Broadhead,LW,26.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,66.0,94.0,28,0-1,0-1,0.5,1.0,False,Other,4.4,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,-1.0,L,1700.9651759877613,31.5,0.975,1699.9084368030494,0.5655103590917655,-0.01951372398478121,-1.0567391847119283,11.966666666666667,37.0,11.853333333333333,43.6,-0.1709480122324159
Wes Burns,RW,30.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,66.0,66,0-0,0-1,0.0,0.0,False,Other,13.0,0.0,2.0,11.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1625.0840481430223,28.5,0.7999999999999998,1612.4930962804817,0.4567954204979191,-0.4567954204979191,-12.59095186254048,11.966666666666667,37.0,11.853333333333333,43.6,0.026299694189602443
Conor Chaplin,RW,27.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,66.0,94.0,28,0-1,0-1,0.5,1.0,False,Other,2.6,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,-1.0,L,1675.4133690071103,27.5,0.7749999999999998,1673.803621904638,0.5290842518817575,-0.008663394177544772,-1.6097471024723546,11.966666666666667,37.0,11.853333333333333,43.6,-0.21223241590214068
Omari Hutchinson,AM,21.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,0.0,0.0,False,Other,4.8,0.0,2.0,7.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1660.5305242101977,26.5,0.7249999999999998,1644.0718540195942,0.5076983777827458,-0.5076983777827458,-16.45867019060346,11.966666666666667,37.0,11.853333333333333,43.6,-0.1617737003058104
Jens Cajuste,DM,25.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,66.0,66,0-0,0-1,0.0,0.0,False,Other,4.8,0.0,2.0,13.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1667.2442598519433,30.5,0.8749999999999999,1649.0848216567554,0.5173538551120599,-0.5173538551120599,-18.1594381951879,11.966666666666667,37.0,11.853333333333333,43.6,-0.1617737003058104
Jack Taylor,DM,26.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,66.0,94.0,28,0-1,0-1,0.5,1.0,False,Other,4.4,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,-1.0,L,1717.1250564123322,30.5,0.9249999999999999,1715.628782100791,0.5882123601643214,-0.026276022176606385,-1.4962743115411632,11.966666666666667,37.0,11.853333333333333,43.6,-0.1709480122324159
Sam Morsy,DM,33.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,0.0,0.0,False,Other,11.2,0.0,2.0,13.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1658.3751032002606,26.5,0.7249999999999998,1644.0564491115103,0.5045969564857095,-0.5045969564857095,-14.318654088750344,11.966666666666667,37.0,11.853333333333333,43.6,-0.014984709480122343
Leif Davis,LB,24.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,0.0,0.0,False,Other,17.4,0.0,2.0,15.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1653.1017683227005,25.5,0.6749999999999997,1641.3281462334724,0.49700818279852166,-0.49700818279852166,-11.773622089228098,11.966666666666667,37.0,11.853333333333333,43.6,0.12721712538226296
Jacob Greaves,CB,24.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,0.0,0.0,False,Other,25.0,0.0,1.0,5.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1674.447403698249,31.5,0.975,1662.416479750385,0.5276985991616993,-0.5276985991616993,-12.03092394786401,11.966666666666667,37.0,11.853333333333333,43.6,0.3015290519877676
Dara O'Shea,CB,25.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,0.0,0.0,False,Other,29.2,0.0,1.0,7.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1678.9515983624112,27.0,0.7499999999999998,1669.9504336698978,0.5341557647612385,-0.5341557647612385,-9.001164692513452,11.966666666666667,37.0,11.853333333333333,43.6,0.3978593272171253
Harry Clarke,RB,23.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,0.0,0.0,False,Other,25.4,0.0,2.0,13.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1681.0075485115644,32.0,0.975,1668.7506490658373,0.5370994836510441,-0.5370994836510441,-12.256899445727232,11.966666666666667,37.0,11.853333333333333,43.6,0.31070336391437303
Arijanet Muric,GK,26.0,Ipswich,Home,0.0,1.0,CrystalPalace,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,0.0,0.0,False,Other,23.2,0.0,2.0,12.0,-1.0,0.0,1.0,0.0,1.0,-1.0,L,1701.2997730317268,26.0,0.6999999999999997,1690.2172958621154,0.5659835570463839,-0.5659835570463839,-11.082477169611305,11.966666666666667,37.0,11.853333333333333,43.6,0.2602446483180428
Jean-Philippe Mateta,FW,27.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,1.0,3.0,False,Starter,43.6,3.0,8.0,37.0,1.0,0.0,1.0,1.0,0.0,1.0,W,1712.9973307472892,25.5,0.6749999999999997,1735.89355416491,0.481742734266882,0.5182572657331179,22.896223417620845,11.966666666666667,37.0,11.853333333333333,43.6,0.7281345565749235
Eberechi Eze,AM,26.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,0.0,76.0,76,0-0,0-1,1.0,3.0,False,Starter,26.8,0.0,6.0,21.0,1.0,0.0,1.0,1.0,0.0,1.0,W,1700.3661587397305,28.5,0.8249999999999998,1720.1293749347722,0.463621292437117,0.536378707562883,19.76321619504157,11.966666666666667,37.0,11.853333333333333,43.6,0.3428134556574924
Justin Devenny,AM,21.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,76.0,94.0,18,0-1,0-1,0.5,1.0,False,Transfer,4.2,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,W,1765.800969881301,30.5,0.9249999999999999,1765.7049404014444,0.5574700502293573,-0.011004903235408835,-0.0960294798563866,11.966666666666667,37.0,11.853333333333333,43.6,-0.17553516819571865
Ismaila Sarr,AM,26.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,0.0,90.0,90,0-0,0-1,1.0,3.0,False,Transfer,1.2,0.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,W,1719.9526820572894,25.5,0.6749999999999997,1729.6951772546397,0.4917449189111952,0.5082550810888048,9.742495197350273,11.966666666666667,37.0,11.853333333333333,43.6,-0.24434250764525994
Eddie Nketiah,AM,25.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,90.0,94.0,4,0-1,0-1,0.5,1.0,False,Transfer,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,W,1710.0085142650803,29.0,0.8499999999999999,1710.0961355814075,0.4774486712608722,0.0009596310101756509,0.08762131632712364,11.966666666666667,37.0,11.853333333333333,43.6,-0.27186544342507646
Cheick Doucouré,CM,24.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,0.0,46.0,46,0-0,0-0,0.5,1.0,False,Other,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,W,1733.0144834763778,32.5,0.95,1733.2044776630546,0.5105400503427964,-0.005157896976262053,0.18999418667670598,11.966666666666667,37.0,11.853333333333333,43.6,-0.2581039755351682
Jefferson Lerma,CM,30.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,46.0,94.0,48,0-0,0-1,1.0,3.0,False,Starter,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,W,1683.9432797448128,29.5,0.8749999999999999,1696.242538600303,0.4402099310143555,0.5597900689856445,12.29925885549024,11.966666666666667,37.0,11.853333333333333,43.6,-0.20305810397553517
Will Hughes,CM,29.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,1.0,3.0,False,Starter,14.4,0.0,2.0,12.0,1.0,0.0,1.0,1.0,0.0,1.0,W,1734.6643575217547,27.5,0.7749999999999998,1749.0722735803215,0.5129130994728285,0.4870869005271715,14.407916058566874,11.966666666666667,37.0,11.853333333333333,43.6,0.05840978593272172
Tyrick Mitchell,WB,25.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,1.0,3.0,False,Starter,20.6,0.0,6.0,24.0,1.0,0.0,1.0,1.0,0.0,1.0,W,1682.1697855571556,25.5,0.6749999999999997,1698.9870608927413,0.43769572008400304,0.562304279915997,16.817275335585762,11.966666666666667,37.0,11.853333333333333,43.6,0.20061162079510705
Daniel Muñoz,WB,28.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,1.0,3.0,False,Sub,4.4,0.0,6.0,21.0,1.0,0.0,1.0,1.0,0.0,1.0,W,1684.3675436193682,25.5,0.6749999999999997,1695.9358203534211,0.4408118526891622,0.5591881473108378,11.568276734052908,11.966666666666667,37.0,11.853333333333333,43.6,-0.1709480122324159
Marc Guéhi,CB,24.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,1.0,3.0,False,Starter,24.0,0.0,6.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,W,1718.9388821866778,25.5,0.6749999999999997,1735.6910617300093,0.4902864157173503,0.5097135842826497,16.752179543331604,11.966666666666667,37.0,11.853333333333333,43.6,0.2785932721712538
Maxence Lacroix,CB,24.0,CrystalPalace,Away,1.0,0.0,Ipswich,131.0,14,2024-12-03,0–1,0.0,94.0,94,0-0,0-1,1.0,3.0,False,Transfer,11.2,2.0,8.0,29.0,1.0,0.0,1.0,1.0,0.0,1.0,W,1713.0397592873385,27.0,0.7499999999999998,1726.8487150772985,0.4818037127044795,0.5181962872955205,13.808955789960072,11.966666666666667,37.0,11.853333333333333,43.6,-0.014984709480122343
