Player,Pos,Age,Team,Venue,GF,GA,Opponent,MatchID,Round,Date,Score,Start Time,End Time,Minutes Played,Start Result,End Result,Result,Points,MOTM,Status,influence,bonus,total_points,bps,PM,GFteam,GAteam,TeamGF,TeamGA,TeamPM,TeamResult,Start Elo,K,Q,End Elo,E_i,C_i,Rating Change,avg_match_bps,maxbps,avg_match_inf,maxinf,adjBonus
Bernardo Silva,"CM,RM",30.0,ManCity,Home,1.0,0.0,Southampton,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,1.0,3.0,False,Starter,12.0,0.0,3.0,16.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1944.7461320105201,28.0,0.7999999999999998,1947.9063747970406,0.8825950420089911,0.11740495799100892,3.160242786520578,14.137931034482758,32.0,14.096551724137932,41.0,-0.05113540790580321
Phil Foden,CM,24.0,ManCity,Home,1.0,0.0,Southampton,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,1.0,3.0,False,Starter,12.2,0.0,3.0,20.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1933.107079561224,31.0,0.8999999999999999,1936.790617641003,0.875472544043766,0.12452745595623405,3.6835380797791433,14.137931034482758,32.0,14.096551724137932,41.0,-0.04625735912531542
Sávio,"RM,LM",20.0,ManCity,Home,1.0,0.0,Southampton,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,1.0,3.0,False,Transfer,29.4,3.0,6.0,32.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1876.7627781014012,30.0,0.8999999999999999,1883.373618053893,0.835606339780518,0.16439366021948199,6.610839952492018,14.137931034482758,32.0,14.096551724137932,41.0,0.3732548359966358
Mateo Kovačić,DM,30.0,ManCity,Home,1.0,0.0,Southampton,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,1.0,3.0,False,Sub,18.2,0.0,2.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1918.567002999917,28.0,0.7999999999999998,1922.638413672677,0.8660572054129025,0.13394279458709746,4.071410672759961,14.137931034482758,32.0,14.096551724137932,41.0,0.10008410428931873
Joško Gvardiol,LB,22.0,ManCity,Home,1.0,0.0,Southampton,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,1.0,3.0,False,Starter,27.8,3.0,9.0,32.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1953.8174364662777,28.0,0.7999999999999998,1958.1026474002565,0.8878988228405208,0.1121011771594792,4.285210933978825,14.137931034482758,32.0,14.096551724137932,41.0,0.3342304457527334
Rúben Dias,CB,27.0,ManCity,Home,1.0,0.0,Southampton,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,1.0,3.0,False,Starter,21.6,1.0,7.0,30.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1941.650679231605,28.0,0.7999999999999998,1945.6400219109887,0.8807360088661484,0.11926399113385155,3.989342679383687,14.137931034482758,32.0,14.096551724137932,41.0,0.18301093355761144
Manuel Akanji,CB,29.0,ManCity,Home,1.0,0.0,Southampton,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,1.0,3.0,False,Starter,22.4,0.0,6.0,29.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1941.3664957479682,29.0,0.8499999999999999,1945.561346903505,0.8805640676052346,0.11943593239476535,4.194851155536708,14.137931034482758,32.0,14.096551724137932,41.0,0.2025231286795626
Rico Lewis,RB,19.0,ManCity,Home,1.0,0.0,Southampton,83.0,9,2024-10-26,1–0,0.0,97.0,97,0-0,1-0,1.0,3.0,False,Other,5.6,0.0,6.0,26.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1908.3738612989027,29.0,0.8499999999999999,1911.5543078737976,0.8591032452000054,0.14089675479999464,3.180446574894754,14.137931034482758,32.0,14.096551724137932,41.0,-0.207232968881413
John Stones,"CB,RB",30.0,ManCity,Home,1.0,0.0,Southampton,83.0,9,2024-10-26,1–0,97.0,98.0,1,1-0,1-0,0.5,1.0,False,Sub,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,W,1924.6313032757748,30.5,0.9249999999999999,1924.4920676905735,0.8700552187934338,-0.0037760736611574877,-0.13923558520131474,14.137931034482758,32.0,14.096551724137932,41.0,-0.3438183347350715
Ederson,GK,31.0,ManCity,Home,1.0,0.0,Southampton,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,1.0,3.0,False,Starter,19.6,0.0,6.0,23.0,1.0,1.0,0.0,1.0,0.0,1.0,W,1950.0057918389637,28.0,0.7999999999999998,1953.7046143513653,0.8856962193051263,0.11430378069487368,3.698822512401545,14.137931034482758,32.0,14.096551724137932,41.0,0.1342304457527334
Cameron Archer,FW,23.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,87.0,87,0-0,1-0,0.0,0.0,False,Other,4.2,0.0,2.0,1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1683.9807413722815,28.0,0.7999999999999998,1678.9395153014782,0.1486468876545549,-0.1486468876545549,-5.041226070803401,14.137931034482758,32.0,14.096551724137932,41.0,-0.24137931034482762
Paul Onuachu,FW,30.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,87.0,98.0,11,1-0,1-0,0.5,1.0,False,Other,3.2,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,-1.0,L,1660.652216516883,31.0,0.95,1661.518184581742,0.1324413567711801,0.04125658240323489,0.8659680648589002,14.137931034482758,32.0,14.096551724137932,41.0,-0.26576955424726667
Mateus Fernandes,"LM,CM",20.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,0.0,0.0,False,Other,18.2,0.0,2.0,13.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1668.6235436438021,28.5,0.8249999999999998,1665.035378877304,0.13780325528178342,-0.13780325528178342,-3.588164766498071,14.137931034482758,32.0,14.096551724137932,41.0,0.10008410428931873
Adam Lallana,CM,36.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,60.0,60,0-0,1-0,0.0,0.0,False,Other,8.6,0.0,0.0,3.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1715.7066747177225,31.0,0.95,1709.6996534321556,0.17327041156123496,-0.17327041156123496,-6.0070212855669505,14.137931034482758,32.0,14.096551724137932,41.0,-0.1340622371740959
Joe Aribo,CM,28.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,60.0,98.0,38,1-0,1-0,0.5,1.0,False,Other,3.4,0.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,-1.0,L,1639.7330587151473,29.0,0.8499999999999999,1642.2319198140738,0.11920675381284371,0.14765452403175447,2.49886109892639,14.137931034482758,32.0,14.096551724137932,41.0,-0.2608915054667788
Flynn Downes,CM,25.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,87.0,87,0-0,1-0,0.0,0.0,False,Other,9.4,0.0,1.0,9.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1605.6672290351764,28.0,0.7999999999999998,1602.3529563757409,0.10010466404950165,-0.10010466404950165,-3.314272659435592,14.137931034482758,32.0,14.096551724137932,41.0,-0.11455004205214467
Kamaldeen Sulemana,"LM,CM",22.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,87.0,98.0,11,1-0,1-0,0.5,1.0,False,Other,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,-1.0,L,1674.612120780215,31.5,0.975,1675.4057310764138,0.14195048791016238,0.040189230948859324,0.7936102961986634,14.137931034482758,32.0,14.096551724137932,41.0,-0.3438183347350715
Tyler Dibling,RM,18.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,46.0,46,0-0,1-0,0.0,0.0,False,Other,2.2,0.0,1.0,6.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1660.194298751455,28.0,0.7999999999999998,1655.876686724033,0.13213877356134585,-0.13213877356134585,-4.317612027421917,14.137931034482758,32.0,14.096551724137932,41.0,-0.29015979814970566
Adam Armstrong,RM,27.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,46.0,98.0,52,1-0,1-0,0.5,1.0,False,Other,1.4,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,L,1633.6982990529002,31.0,0.95,1637.728786840366,0.1156072711272364,0.20396348878962967,4.030487787465637,14.137931034482758,32.0,14.096551724137932,41.0,-0.30967199327165684
Ryan Manning,LB,28.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,77.0,77,0-0,1-0,0.0,0.0,False,Other,2.4,0.0,2.0,3.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1689.225554109092,31.0,0.95,1683.1327328395855,0.15250832909933287,-0.15250832909933287,-6.092821269506327,14.137931034482758,32.0,14.096551724137932,41.0,-0.28528174936921785
James Bree,RB,27.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,77.0,98.0,21,1-0,1-0,0.5,1.0,False,Other,3.6,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,-1.0,L,1695.4150125786723,32.0,1.0,1697.1443763602688,0.15717064142193943,0.07346343398101297,1.7293637815964136,14.137931034482758,32.0,14.096551724137932,41.0,-0.25601345668629105
Jack Stephens,CB,30.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,0.0,0.0,False,Other,15.0,0.0,2.0,17.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1641.2528449027968,32.0,1.0,1637.3730752814884,0.12012838990730439,-0.12012838990730439,-3.8797696213085686,14.137931034482758,32.0,14.096551724137932,41.0,0.02203532380151386
Jan Bednarek,CB,28.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,0.0,0.0,False,Other,26.8,0.0,2.0,12.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1622.3908409699932,28.0,0.7999999999999998,1620.1354132111105,0.1091169095444504,-0.1091169095444504,-2.2554277588826226,14.137931034482758,32.0,14.096551724137932,41.0,0.30984020185029437
Taylor Harwood-Bellis,CB,22.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,0.0,0.0,False,Other,38.2,0.0,2.0,20.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1627.6360745583086,28.0,0.7999999999999998,1626.2618874889456,0.11208690706947522,-0.11208690706947522,-1.3741870693629132,14.137931034482758,32.0,14.096551724137932,41.0,0.5878889823380993
Kyle Walker-Peters,"RB,LB",27.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,0.0,0.0,False,Other,7.6,0.0,2.0,9.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1625.0567962924342,30.0,0.8999999999999999,1621.0194473751296,0.11061771983865198,-0.11061771983865198,-4.037348917304569,14.137931034482758,32.0,14.096551724137932,41.0,-0.15845248107653492
Aaron Ramsdale,GK,26.0,Southampton,Away,0.0,1.0,ManCity,83.0,9,2024-10-26,1–0,0.0,98.0,98,0-0,1-0,0.0,0.0,False,Other,41.0,0.0,4.0,24.0,-1.0,1.0,0.0,0.0,1.0,-1.0,L,1639.8143935690925,29.0,0.8499999999999999,1638.5742350686082,0.11925592205188854,-0.11925592205188854,-1.2401585004842568,14.137931034482758,32.0,14.096551724137932,41.0,0.6561816652649285
Yoane Wissa,FW,28.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,1.0,3.0,False,Starter,40.6,1.0,10.0,38.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1753.5135321758153,31.0,0.95,1765.6569161478815,0.6894604278762873,0.31053957212371275,12.143383972066173,12.333333333333334,52.0,21.053333333333335,76.4,0.2558464223385689
Keane Lewis-Potter,LW,23.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,81.0,81,0-0,3-2,1.0,3.0,False,Starter,11.8,0.0,5.0,23.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1694.696074758159,28.0,0.7999999999999998,1703.680829706254,0.6127810648881205,0.38721893511187955,8.98475494809487,12.333333333333334,52.0,21.053333333333335,76.4,-0.12111692844677138
Fabio Carvalho,LW,22.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,81.0,99.0,18,3-2,4-3,0.5,1.0,False,Transfer,0.0,0.0,1.0,1.0,0.0,4.0,3.0,4.0,3.0,1.0,W,1686.9841729555012,28.0,0.7999999999999998,1686.8924010612336,0.6021961519693037,-0.018581118539873393,-0.09177189426767159,12.333333333333334,52.0,21.053333333333335,76.4,-0.2755671902268761
Bryan Mbeumo,RW,25.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,1.0,3.0,True,Starter,76.4,3.0,15.0,52.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1766.7763095957678,28.0,0.7999999999999998,1788.7338998754265,0.7055658336108038,0.2944341663891962,21.957590279658696,12.333333333333334,52.0,21.053333333333335,76.4,0.724432809773124
Mikkel Damsgaard,AM,24.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,77.0,77,0-0,3-2,1.0,3.0,False,Sub,13.6,0.0,2.0,16.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1739.619382242678,28.0,0.7999999999999998,1747.5771977967179,0.6720820060250583,0.3279179939749417,7.95781555403978,12.333333333333334,52.0,21.053333333333335,76.4,-0.09755671902268762
Kevin Schade,AM,22.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,77.0,99.0,22,3-2,4-3,0.5,1.0,False,Other,1.0,0.0,1.0,3.0,0.0,4.0,3.0,4.0,3.0,1.0,W,1732.1068535183256,28.0,0.7999999999999998,1731.6169870005128,0.6624812554158853,-0.036106945647974516,-0.48986651781283747,12.333333333333334,52.0,21.053333333333335,76.4,-0.262478184991274
Vitaly Janelt,DM,26.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,1.0,3.0,False,Starter,29.0,0.0,5.0,30.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1708.5014376477861,28.0,0.7999999999999998,1719.7058277596734,0.6314605059524445,0.3685394940475555,11.204390111887228,12.333333333333334,52.0,21.053333333333335,76.4,0.10401396160558461
Christian Nørgaard,DM,30.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,78.0,78,0-0,3-2,1.0,3.0,False,Starter,3.4,0.0,2.0,10.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1743.3269598838565,30.0,0.8999999999999999,1750.6521909494827,0.6767682505626851,0.3232317494373149,7.325231065626203,12.333333333333334,52.0,21.053333333333335,76.4,-0.23106457242582898
Mathias Jensen,DM,28.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,78.0,99.0,21,3-2,4-3,0.5,1.0,False,Starter,1.8,0.0,1.0,5.0,0.0,4.0,3.0,4.0,3.0,1.0,W,1747.856045697696,33.0,1.0,1746.2570889025721,0.682444988571016,-0.03870045212112461,-1.5989567951237837,12.333333333333334,52.0,21.053333333333335,76.4,-0.2520069808027923
Sepp van den Berg,LB,22.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,1.0,3.0,False,Transfer,22.0,0.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1694.1373063190472,29.0,0.8499999999999999,1705.308639006586,0.6120175690239953,0.3879824309760047,11.17133268753877,12.333333333333334,52.0,21.053333333333335,76.4,0.012390924956369965
Ethan Pinnock,CB,31.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,1.0,3.0,False,Starter,27.6,0.0,1.0,11.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1741.6356785044886,28.0,0.7999999999999998,1751.6041200835095,0.6746348609629798,0.32536513903702025,9.968441579020915,12.333333333333334,52.0,21.053333333333335,76.4,0.0856893542757417
Nathan Collins,CB,23.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,1.0,3.0,False,Starter,12.4,0.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1746.1622929780387,28.0,0.7999999999999998,1754.1909271378695,0.6803282749433693,0.31967172505663066,8.028634159830693,12.333333333333334,52.0,21.053333333333335,76.4,-0.11326352530541013
Mads Roerslev,RB,25.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,1.0,3.0,False,Starter,39.4,0.0,4.0,20.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1704.0934200902825,29.0,0.8499999999999999,1717.3646204712613,0.6255359339183676,0.3744640660816324,13.27120038097878,12.333333333333334,52.0,21.053333333333335,76.4,0.24013961605584638
Mark Flekken,GK,31.0,Brentford,Home,4.0,3.0,Ipswich,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,1.0,3.0,False,Starter,23.0,0.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,W,1757.6586910211533,28.0,0.7999999999999998,1766.616934669829,0.6945460457275825,0.3054539542724175,8.958243648675799,12.333333333333334,52.0,21.053333333333335,76.4,0.025479930191972058
George Hirst,FW,25.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,73.0,73,0-0,3-2,0.0,0.0,False,Other,52.0,2.0,11.0,44.0,-1.0,4.0,3.0,3.0,4.0,-1.0,L,1708.179955002013,29.5,0.8749999999999999,1701.4855290981022,0.3889716911061862,-0.3889716911061862,-6.694425903910873,12.333333333333334,52.0,21.053333333333335,76.4,0.40506108202443275
Liam Delap,FW,21.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,73.0,99.0,26,3-2,4-3,0.5,1.0,False,Other,30.0,0.0,5.0,27.0,0.0,4.0,3.0,3.0,4.0,-1.0,L,1629.7400930132264,28.0,0.7999999999999998,1630.4587543551754,0.28839890930985795,0.05557200361559286,0.7186613419489309,12.333333333333334,52.0,21.053333333333335,76.4,0.1171029668411867
Sammie Szmodics,LW,29.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,73.0,73,0-0,3-2,0.0,0.0,False,Other,44.6,0.0,7.0,27.0,-1.0,4.0,3.0,3.0,4.0,-1.0,L,1675.7597459539054,28.0,0.7999999999999998,1669.2353248694476,0.34563942097150113,-0.34563942097150113,-6.524421084457689,12.333333333333334,52.0,21.053333333333335,76.4,0.3082024432809773
Jack Clarke,"LM,CM",23.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,73.0,99.0,26,3-2,4-3,0.5,1.0,False,Other,3.2,0.0,1.0,4.0,0.0,4.0,3.0,3.0,4.0,-1.0,L,1665.4599442105782,29.0,0.8499999999999999,1665.9157520987162,0.3323550105706807,0.04402797702184144,0.45580788813795,12.333333333333334,52.0,21.053333333333335,76.4,-0.2336823734729494
Chiedozie Ogbene,RW,27.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,35.0,35,0-0,0-2,1.0,3.0,False,Other,0.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,-1.0,L,1680.4178826349298,31.0,0.95,1697.6074590517767,0.3517289471969583,0.8167703454640631,17.189576416846812,12.333333333333334,52.0,21.053333333333335,76.4,-0.2755671902268761
Wes Burns,"RW,RM,RB",29.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,35.0,99.0,64,0-2,4-3,0.0,0.0,False,Other,8.2,0.0,1.0,10.0,-3.0,4.0,3.0,3.0,4.0,-1.0,L,1650.3269071164107,30.0,0.8749999999999999,1635.2122316288367,0.313315206698976,-0.45187872223237496,-15.114675487574061,12.333333333333334,52.0,21.053333333333335,76.4,-0.16823734729493894
Conor Chaplin,AM,27.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,73.0,73,0-0,3-2,0.0,0.0,False,Other,24.0,0.0,5.0,21.0,-1.0,4.0,3.0,3.0,4.0,-1.0,L,1687.2747038135694,29.0,0.8499999999999999,1677.400439666789,0.36078076258709835,-0.36078076258709835,-9.874264146780499,12.333333333333334,52.0,21.053333333333335,76.4,0.038568935427574155
Luke Woolfenden,"RB,CB",26.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,73.0,99.0,26,3-2,4-3,0.5,1.0,False,Other,0.0,0.0,1.0,-1.0,0.0,4.0,3.0,3.0,4.0,-1.0,L,1651.585021657301,32.0,0.975,1652.5569588206897,0.31487547920810743,0.0486185610160526,0.9719371633887612,12.333333333333334,52.0,21.053333333333335,76.4,-0.2755671902268761
Jens Cajuste,"DM,CM",25.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,90.0,90,0-0,3-3,0.5,1.0,False,Other,10.4,0.0,2.0,11.0,0.0,4.0,3.0,3.0,4.0,-1.0,L,1676.152748280181,33.0,1.0,1679.8142070759102,0.34615127098226844,0.1398624809252105,3.661458795729155,12.333333333333334,52.0,21.053333333333335,76.4,-0.1394415357766143
Conor Townsend,CM,31.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,90.0,99.0,9,3-3,4-3,0.0,0.0,False,Other,4.0,0.0,1.0,2.0,-1.0,4.0,3.0,3.0,4.0,-1.0,L,1693.66061759165,32.0,1.0,1679.161035571032,0.36930098859693233,-0.36930098859693233,-14.499582020618048,12.333333333333334,52.0,21.053333333333335,76.4,-0.22321116928446771
Kalvin Phillips,"DM,CM",28.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,0.0,0.0,False,Other,24.0,0.0,2.0,13.0,-1.0,4.0,3.0,3.0,4.0,-1.0,L,1640.6902064682156,30.0,0.8999999999999999,1631.5068040992828,0.30150552138952835,-0.30150552138952835,-9.183402368932857,12.333333333333334,52.0,21.053333333333335,76.4,0.038568935427574155
Leif Davis,LB,24.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,0.0,0.0,False,Other,23.4,0.0,2.0,5.0,-1.0,4.0,3.0,3.0,4.0,-1.0,L,1645.3497928947766,28.0,0.7999999999999998,1636.4602863082453,0.3071842821461246,-0.3071842821461246,-8.889506586531258,12.333333333333334,52.0,21.053333333333335,76.4,0.030715532286212877
Cameron Burgess,CB,29.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,0.0,0.0,False,Other,36.2,0.0,0.0,7.0,-1.0,4.0,3.0,3.0,4.0,-1.0,L,1674.20154559811,31.5,0.975,1665.2089398614492,0.34361353223499796,-0.34361353223499796,-8.992605736660877,12.333333333333334,52.0,21.053333333333335,76.4,0.19825479930191972
Dara O'Shea,CB,25.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,0.0,0.0,False,Other,18.4,0.0,0.0,-5.0,-1.0,4.0,3.0,3.0,4.0,-1.0,L,1665.36375082695,29.5,0.8749999999999999,1654.7894791801064,0.33223215116833893,-0.33223215116833893,-10.574271646843806,12.333333333333334,52.0,21.053333333333335,76.4,-0.03472949389179759
Harry Clarke,RB,23.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,69.0,69,0-0,3-2,0.0,0.0,False,Other,0.0,0.0,-5.0,-23.0,-1.0,4.0,3.0,3.0,4.0,-1.0,L,1695.3599851535614,31.5,0.975,1680.2134475010805,0.3715823694567478,-0.3715823694567478,-15.146537652480927,12.333333333333334,52.0,21.053333333333335,76.4,-0.2755671902268761
Arijanet Muric,GK,25.0,Ipswich,Away,3.0,4.0,Brentford,84.0,9,2024-10-26,4–3,0.0,99.0,99,0-0,4-3,0.0,0.0,False,Other,51.2,0.0,2.0,8.0,-1.0,4.0,3.0,3.0,4.0,-1.0,L,1679.009547169314,28.5,0.8249999999999998,1672.7678945848913,0.3498826464117621,-0.3498826464117621,-6.2416525844224795,12.333333333333334,52.0,21.053333333333335,76.4,0.3945898778359511
Ollie Watkins,FW,28.0,AstonVilla,Home,1.0,1.0,Bournemouth,85.0,9,2024-10-26,1–1,0.0,82.0,82,0-0,1-0,1.0,3.0,False,Starter,11.4,0.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,D,1854.5710531220554,28.0,0.7999999999999998,1859.6079504406032,0.7320278661893199,0.2679721338106801,5.036897318547828,9.21875,28.0,13.26875,52.0,-0.035937500000000004
Boubacar Kamara,CM,24.0,AstonVilla,Home,1.0,1.0,Bournemouth,85.0,9,2024-10-26,1–1,82.0,98.0,16,1-0,1-1,0.0,0.0,False,Starter,1.8,0.0,1.0,4.0,-1.0,1.0,1.0,1.0,1.0,0.0,D,1780.9478198354518,32.0,1.0,1755.8990867058094,0.6413265006112309,-0.6413265006112309,-25.0487331296425,9.21875,28.0,13.26875,52.0,-0.2205528846153846
Morgan Rogers,FW,22.0,AstonVilla,Home,1.0,1.0,Bournemouth,85.0,9,2024-10-26,1–1,0.0,57.0,57,0-0,0-0,0.5,1.0,False,Sub,0.6,0.0,1.0,-2.0,0.0,1.0,1.0,1.0,1.0,0.0,D,1833.6495023002399,28.0,0.7999999999999998,1829.6108302034336,0.707754164448982,-0.12083660585297931,-4.038672096806203,9.21875,28.0,13.26875,52.0,-0.24362980769230771
Jáder Durán,FW,20.0,AstonVilla,Home,1.0,1.0,Bournemouth,85.0,9,2024-10-26,1–1,57.0,98.0,41,0-0,1-1,0.5,1.0,False,Sub,5.6,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,D,1773.2025645362178,28.0,0.7999999999999998,1771.347457409462,0.6310073796550757,-0.054809209855694936,-1.8551071267557568,9.21875,28.0,13.26875,52.0,-0.14747596153846157
Jacob Ramsey,LM,23.0,AstonVilla,Home,1.0,1.0,Bournemouth,85.0,9,2024-10-26,1–1,0.0,98.0,98,0-0,1-1,0.5,1.0,False,Sub,12.0,0.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,D,1770.3540540330346,29.0,0.8499999999999999,1766.4027396683414,0.6271813367746332,-0.12718133677463317,-3.951314364693228,9.21875,28.0,13.26875,52.0,-0.024399038461538475
Youri Tielemans,CM,27.0,AstonVilla,Home,1.0,1.0,Bournemouth,85.0,9,2024-10-26,1–1,0.0,98.0,98,0-0,1-1,0.5,1.0,False,Starter,21.0,0.0,1.0,13.0,0.0,1.0,1.0,1.0,1.0,0.0,D,1833.2225800210012,28.0,0.7999999999999998,1828.479007052592,0.7072455872839559,-0.20724558728395592,-4.743572968409337,9.21875,28.0,13.26875,52.0,0.14867788461538461
