Player,Pos,Age,Team,GP,MinOn,Win_pct,AdjPPG,End Elo,absDelta,relDelta,EPG,teamRank,Market Value
Tim Ream,D,33,Fulham,7,665.0,0.0,0.29,1633.0,-43.0,-2.54,-1.23,20,0.6
Timo Werner,F,25,Chelsea,35,2730.0,54.3,1.89,1877.0,88.0,4.9,1.79,6,65.0
Timothy Castagne,D,25,Leicester,27,2471.0,51.9,1.74,1806.0,23.0,1.29,0.7,12,28.0
Timothy Fosu-Mensah,D,22,ManUnited,1,81.0,0.0,0.0,1774.0,0.0,0.0,0.48,27,4.0
Toby Alderweireld,D,32,Tottenham,25,2363.0,56.0,1.8,1854.0,99.0,5.61,2.43,4,11.0
Tom Cairney,F,29,Fulham,10,803.0,10.0,0.6,1633.0,-39.0,-2.33,-0.98,21,9.0
Tom Davies,M,22,Everton,25,1504.0,16.0,1.04,1711.0,-19.0,-1.08,-0.2,27,18.0
Tomáš Souček,M,26,WestHam,38,3617.0,50.0,1.71,1874.0,179.0,10.58,3.27,3,40.0
Tosin Adarabioyo,D,23,Fulham,33,3125.0,15.2,0.85,1679.0,-15.0,-0.91,-0.1,7,12.0
Trent Alexander-Arnold,D,22,Liverpool,36,3205.0,52.8,1.81,1941.0,67.0,3.58,1.38,6,75.0
Trézéguet,F,26,AstonVilla,21,1226.0,23.8,1.29,1753.0,13.0,0.74,0.56,15,10.0
Tyler Roberts,M,22,Leeds,27,1419.0,37.0,1.44,1733.0,23.0,1.35,0.7,19,6.0
Tyrese Francois,D,20,Fulham,1,16.0,0.0,0.0,1687.0,0.0,0.0,0.48,3,0.15
Tyrick Mitchell,D,21,CrystalPalace,19,1818.0,36.8,1.26,1731.0,-7.0,-0.43,0.07,4,7.0
Tyrone Mings,D,28,AstonVilla,36,3386.0,44.4,1.5,1812.0,88.0,5.11,1.75,5,30.0
Vicente Guaita,G,34,CrystalPalace,37,3516.0,29.7,1.11,1701.0,-45.0,-2.56,-0.62,13,2.0
Victor Lindelöf,D,26,ManUnited,29,2743.0,55.2,2.0,1918.0,132.0,7.38,2.91,5,24.0
Virgil van Dijk,D,29,Liverpool,5,387.0,80.0,2.4,1877.0,2.0,0.09,0.48,12,55.0
Vitinha,F,21,Wolves,19,584.0,15.8,1.16,1734.0,-24.0,-1.36,-0.36,12,7.0
Vladimír Coufal,D,28,WestHam,34,3229.0,52.9,1.79,1843.0,85.0,4.82,1.76,6,12.0
Wes Morgan,D,36,Leicester,3,28.0,33.3,1.67,1773.0,14.0,0.81,1.05,21,0.4
Wesley Fofana,D,20,Leicester,28,2380.0,53.6,1.75,1821.0,66.0,3.78,1.59,10,40.0
Wesley Moraes,F,24,AstonVilla,3,31.0,33.3,1.33,1748.0,-17.0,-0.95,-0.31,17,13.0
Wilfred Ndidi,D,24,Leicester,26,2290.0,57.7,1.85,1836.0,58.0,3.25,1.48,5,60.0
Wilfried Zaha,F,28,CrystalPalace,30,2751.0,36.7,1.3,1739.0,9.0,0.53,0.38,2,45.0
Will Fish,F,18,ManUnited,1,2.0,0.0,1.0,1847.0,0.0,0.0,0.48,16,0.5
Will Norris,G,27,Burnley,2,189.0,0.0,0.0,1695.0,-19.0,-1.13,-0.42,11,0.4
William Smallbone,M,20,Southampton,3,178.0,0.0,0.0,1684.0,-33.0,-1.93,-1.01,23,2.0
Willian,F,32,Arsenal,25,1494.0,28.0,1.24,1788.0,-27.0,-1.5,-0.38,21,9.0
Willian José,F,29,Wolves,17,1148.0,29.4,1.35,1726.0,-31.0,-1.78,-0.57,13,18.0
Willy Boly,D,30,Wolves,21,2000.0,38.1,1.29,1719.0,-66.0,-3.68,-1.37,18,14.0
Willy Caballero,G,38,Chelsea,1,96.0,0.0,1.0,1772.0,0.0,0.0,0.48,24,0.25
Xherdan Shaqiri,M,29,Liverpool,14,607.0,28.6,1.21,1771.0,-84.0,-4.51,-2.19,27,12.0
Yan Valery,D,21,Southampton,3,118.0,0.0,0.33,1728.0,-31.0,-1.74,-0.92,10,3.0
Yerry Mina,D,26,Everton,24,2055.0,54.2,1.92,1854.0,100.0,5.72,2.51,2,20.0
Youri Tielemans,M,24,Leicester,38,3533.0,52.6,1.74,1826.0,52.0,2.95,1.07,7,55.0
Yves Bissouma,M,24,Brighton,36,3270.0,22.2,1.06,1702.0,26.0,1.54,0.64,19,25.0
Zack Steffen,G,25,ManCity,1,98.0,100.0,3.0,1888.0,0.0,0.0,0.48,21,6.0
Çağlar Söyüncü,D,25,Leicester,23,1926.0,52.2,1.74,1792.0,17.0,0.95,0.63,15,45.0
Érik Lamela,F,29,Tottenham,23,798.0,30.4,1.22,1720.0,-64.0,-3.57,-1.26,24,16.0
İlkay Gündoğan,M,30,ManCity,28,2132.0,71.4,2.36,2035.0,160.0,8.51,3.55,1,40.0
Łukasz Fabiański,G,36,WestHam,35,3336.0,48.6,1.69,1825.0,138.0,8.21,2.7,8,1.5
